uniprot_id	protein_name	reviewed	ec_in_uniprot	rxn_id_in_uniprot	rxn_equation_in_uniprot	gene_id_bigg	RXNRECer	RXNRECer_with_prob	ECRECer_equations
P00968	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	reviewed	6.3.4.16;6.3.5.5	RHEA:18633;RHEA:18029	['2 ATP + hydrogencarbonate + NH4(+) = 2 ADP + carbamoyl phosphate + 2 H(+) + phosphate', '2 ATP + H2O + hydrogencarbonate + L-glutamine = 2 ADP + carbamoyl phosphate + 2 H(+) + L-glutamate + phosphate']	b0033	RHEA:18633;RHEA:18029;RHEA:24840	{'RHEA:18633': 1.0, 'RHEA:18029': 1.0, 'RHEA:24840': 0.98274}	"[""5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + S-adenosyl-L-methionine = 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-deoxyadenosine + CO + formate + 3 H(+) + L-methionine"", '2 ATP + hydrogencarbonate + NH4(+) = 2 ADP + carbamoyl phosphate + 2 H(+) + phosphate', '2 ATP + H2O + hydrogencarbonate + L-glutamine = 2 ADP + carbamoyl phosphate + 2 H(+) + L-glutamate + phosphate']"
P00490	Maltodextrin phosphorylase (EC 2.4.1.1)	reviewed	2.4.1.1	RHEA:41732	['[(1->4)-alpha-D-glucosyl](n) + phosphate = [(1->4)-alpha-D-glucosyl](n-1) + alpha-D-glucose 1-phosphate']	b3417	RHEA:41732	{'RHEA:41732': 1.0}	['[(1->4)-alpha-D-glucosyl](n) + phosphate = [(1->4)-alpha-D-glucosyl](n-1) + alpha-D-glucose 1-phosphate']
P07004	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	reviewed	1.2.1.41	RHEA:19541	['L-glutamate 5-semialdehyde + NADP(+) + phosphate = H(+) + L-glutamyl 5-phosphate + NADPH']	b0243	RHEA:19541	{'RHEA:19541': 1.0}	['L-glutamate 5-semialdehyde + NADP(+) + phosphate = H(+) + L-glutamyl 5-phosphate + NADPH']
P0AEG6	Thiol:disulfide interchange protein DsbC	reviewed	-	-	-	b2893	-	{'-': 1.0}	-
P0AG86	Protein-export protein SecB (Chaperone SecB)	reviewed	-	-	-	b3609	-	{'-': 1.0}	-
P63284	Chaperone protein ClpB (Heat shock protein F84.1)	reviewed	-	-	-	b2592	-	{'-': 1.0}	-
P17109	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	reviewed	2.2.1.9	RHEA:25593	['2-oxoglutarate + H(+) + isochorismate = 5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate + CO2']	b2264	RHEA:25593	{'RHEA:25593': 1.0}	['2-oxoglutarate + H(+) + isochorismate = 5-enolpyruvoyl-6-hydroxy-2-succinyl-cyclohex-3-ene-1-carboxylate + CO2']
P41052	Membrane-bound lytic murein transglycosylase B (EC 4.2.2.n1) (35 kDa soluble lytic transglycosylase) (Murein hydrolase B) (Slt35)	reviewed	4.2.2.n1	-	-	b2701	-	{'-': 0.999987}	-
P05804	Beta-glucuronidase (GUS) (EC 3.2.1.31) (Beta-D-glucuronoside glucuronosohydrolase) (EcGUS) (UID)	reviewed	3.2.1.31	RHEA:17633;RHEA:76111	['4-methylumbelliferone beta-D-glucuronate + H2O = 4-methylumbelliferone + D-glucuronate', 'a beta-D-glucuronoside + H2O = an alcohol + D-glucuronate']	b1617	RHEA:17633;RHEA:76111	{'RHEA:17633': 1.0, 'RHEA:76111': 1.0}	['4-methylumbelliferone beta-D-glucuronate + H2O = 4-methylumbelliferone + D-glucuronate', 'a beta-D-glucuronoside + H2O = an alcohol + D-glucuronate']
P67910	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	reviewed	5.1.3.20	RHEA:17577	['ADP-D-glycero-beta-D-manno-heptose = ADP-L-glycero-beta-D-manno-heptose']	b3619	RHEA:17577	{'RHEA:17577': 1.0}	['ADP-D-glycero-beta-D-manno-heptose = ADP-L-glycero-beta-D-manno-heptose']
P33221	Formate-dependent phosphoribosylglycinamide formyltransferase (EC 6.3.1.21) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2) (GART 2) (GAR transformylase T) (Non-folate glycinamide ribonucleotide transformylase) (Phosphoribosylglycinamide formyltransferase 2)	reviewed	6.3.1.21	RHEA:24829;RHEA:11352;RHEA:30755	['ATP + formate + N(1)-(5-phospho-beta-D-ribosyl)glycinamide = ADP + H(+) + N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide + phosphate', 'ATP + carbamate = ADP + carbamoyl phosphate', 'acetate + ATP = acetyl phosphate + ADP']	b1849	RHEA:24829;RHEA:11352;RHEA:30755;RHEA:10792	{'RHEA:24829': 1.0, 'RHEA:11352': 1.0, 'RHEA:30755': 1.0, 'RHEA:10792': 0.7777}	['ATP + formate + N(1)-(5-phospho-beta-D-ribosyl)glycinamide = ADP + H(+) + N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide + phosphate', 'ATP + carbamate = ADP + carbamoyl phosphate', '5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2', 'acetate + ATP = acetyl phosphate + ADP']
P18200	Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A) (PGP phosphatase A)	reviewed	3.1.3.27	RHEA:33751	"[""1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycero-3'-phosphate) + H2O = 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + phosphate""]"	b0418	RHEA:33751	{'RHEA:33751': 1.0}	"[""1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycero-3'-phosphate) + H2O = 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + phosphate""]"
P07822	Iron(3+)-hydroxamate-binding protein FhuD (Ferric hydroxamate uptake protein D) (Ferrichrome-binding periplasmic protein) (Iron(III)-hydroxamate-binding protein FhuD)	reviewed	-	-	-	b0152	-	{'-': 1.0}	-
P0AGK1	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.39) (4-HB polyprenyltransferase) (PHB octaprenyl transferase)	reviewed	2.5.1.39	RHEA:27782	['4-hydroxybenzoate + all-trans-octaprenyl diphosphate = 4-hydroxy-3-all-trans-octaprenylbenzoate + diphosphate']	b4040	RHEA:27782;RHEA:17709;RHEA:44564;RHEA:44504	{'RHEA:27782': 1.0, 'RHEA:17709': 0.7777, 'RHEA:44564': 0.7777, 'RHEA:44504': 0.7777}	['4-hydroxybenzoate + all-trans-octaprenyl diphosphate = 4-hydroxy-3-all-trans-octaprenylbenzoate + diphosphate', '4-hydroxybenzoate + an all-trans-polyprenyl diphosphate = a 4-hydroxy-3-all-trans-polyprenylbenzoate + diphosphate', '4-hydroxybenzoate + all-trans-decaprenyl diphosphate = 4-hydroxy-3-all-trans-decaprenylbenzoate + diphosphate', '4-hydroxybenzoate + all-trans-nonaprenyl diphosphate = 4-hydroxy-3-all-trans-nonaprenylbenzoate + diphosphate']
P10905	sn-glycerol-3-phosphate transport system permease protein UgpA	reviewed	-	-	-	b3452	-	{'-': 1.0}	-
P09391	Rhomboid protease GlpG (EC 3.4.21.105) (Intramembrane serine protease)	reviewed	3.4.21.105	-	-	b3424	-	{'-': 0.999998}	-
P09169	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	reviewed	3.4.23.49	-	-	b0565	-	{'-': 0.999998}	-
P0A790	Aspartate 1-decarboxylase (EC 4.1.1.11) (Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain]	reviewed	4.1.1.11	RHEA:19497	['H(+) + L-aspartate = beta-alanine + CO2']	b0131	RHEA:19497	{'RHEA:19497': 1.0}	['H(+) + L-aspartate = beta-alanine + CO2']
P23538	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	reviewed	2.7.9.2	RHEA:11364	['ATP + H2O + pyruvate = AMP + 2 H(+) + phosphate + phosphoenolpyruvate']	b1702	RHEA:11364	{'RHEA:11364': 1.0}	['ATP + H2O + pyruvate = AMP + 2 H(+) + phosphate + phosphoenolpyruvate']
P31677	Trehalose-6-phosphate synthase (TPS) (EC 2.4.1.15) (Alpha,alpha-trehalose-phosphate synthase [UDP-forming]) (Osmoregulatory trehalose synthesis protein A) (OtsA) (UDP-glucose-glucosephosphate glucosyltransferase)	reviewed	2.4.1.15	RHEA:18889	['D-glucose 6-phosphate + UDP-alpha-D-glucose = alpha,alpha-trehalose 6-phosphate + H(+) + UDP']	b1896	RHEA:18889	{'RHEA:18889': 1.0}	['D-glucose 6-phosphate + UDP-alpha-D-glucose = alpha,alpha-trehalose 6-phosphate + H(+) + UDP']
Q93K97	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	reviewed	3.6.1.13	RHEA:10412	['ADP-D-ribose + H2O = AMP + D-ribose 5-phosphate + 2 H(+)']	b3034	RHEA:10412	{'RHEA:10412': 1.0}	['ADP-D-ribose + H2O = AMP + D-ribose 5-phosphate + 2 H(+)']
P0AD68	Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Essential cell division protein FtsI) (Murein transpeptidase) (Penicillin-binding protein 3) (PBP-3) (Peptidoglycan synthase FtsI)	reviewed	3.4.16.4	-	-	b0084	-	{'-': 0.996036}	-
P0AET2	Acid stress chaperone HdeB (10K-L protein)	reviewed	-	-	-	b3509	-	{'-': 1.0}	-
P0C7L2	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase (EC 2.3.1.174) (EC 2.3.1.223)	reviewed	2.3.1.174;2.3.1.223	RHEA:19481;RHEA:34799	['2,3-didehydroadipoyl-CoA + acetyl-CoA = 3-oxo-5,6-didehydrosuberyl-CoA + CoA', 'acetyl-CoA + succinyl-CoA = 3-oxoadipyl-CoA + CoA']	b1397	RHEA:19481;RHEA:34799	{'RHEA:19481': 1.0, 'RHEA:34799': 1.0}	['2,3-didehydroadipoyl-CoA + acetyl-CoA = 3-oxo-5,6-didehydrosuberyl-CoA + CoA', 'acetyl-CoA + succinyl-CoA = 3-oxoadipyl-CoA + CoA']
P30847	Signal transduction histidine-protein kinase BaeS (EC 2.7.13.3)	reviewed	2.7.13.3	-	-	b2078	RHEA:24898	{'RHEA:24898': 0.975472}	"[""2 GTP = 3',3'-c-di-GMP + 2 diphosphate""]"
P0A7G6	Protein RecA (Recombinase A)	reviewed	-	-	-	b2699	-	{'-': 1.0}	-
P0A7C2	LexA repressor (EC 3.4.21.88)	reviewed	3.4.21.88	-	-	b4043	-	{'-': 0.999987}	-
P0AG99	Protein-export membrane protein SecG (P12) (Preprotein translocase band 1 subunit)	reviewed	-	-	-	b3175	-	{'-': 1.0}	-
P39277	L-methionine/branched-chain amino acid exporter YjeH	reviewed	-	RHEA:73267;RHEA:28731;RHEA:73283;RHEA:73291	['H(+)(out) + L-leucine(in) = H(+)(in) + L-leucine(out)', 'H(+)(out) + L-methionine(in) = H(+)(in) + L-methionine(out)', 'H(+)(out) + L-isoleucine(in) = H(+)(in) + L-isoleucine(out)', 'H(+)(out) + L-valine(in) = H(+)(in) + L-valine(out)']	b4141	RHEA:73291;RHEA:28731;RHEA:73283;RHEA:73267	{'RHEA:73291': 1.0, 'RHEA:28731': 1.0, 'RHEA:73283': 1.0, 'RHEA:73267': 1.0}	['H(+)(out) + L-leucine(in) = H(+)(in) + L-leucine(out)', 'H(+)(out) + L-methionine(in) = H(+)(in) + L-methionine(out)', 'H(+)(out) + L-isoleucine(in) = H(+)(in) + L-isoleucine(out)', 'H(+)(out) + L-valine(in) = H(+)(in) + L-valine(out)']
P69795	PTS system N,N'-diacetylchitobiose-specific EIIB component (EIIB-Chb) (IVcel) (N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component) (EC 2.7.1.196)	reviewed	2.7.1.196	RHEA:33423	"[""N(pros)-phospho-L-histidyl-[protein] + N,N'-diacetylchitobiose(out) = diacetylchitobiose-6'-phosphate(in) + L-histidyl-[protein]""]"	b1738	RHEA:33423	{'RHEA:33423': 1.0}	"[""N(pros)-phospho-L-histidyl-[protein] + N,N'-diacetylchitobiose(out) = diacetylchitobiose-6'-phosphate(in) + L-histidyl-[protein]""]"
P0AC19	Dihydroneopterin triphosphate 2'-epimerase (EC 5.1.99.7) (D-erythro-7,8-dihydroneopterin triphosphate epimerase)	reviewed	5.1.99.7	RHEA:28346	"[""7,8-dihydroneopterin 3'-triphosphate = 7,8-dihydromonapterin 3'-triphosphate""]"	b2303	RHEA:28346;RHEA:10540	{'RHEA:28346': 1.0, 'RHEA:10540': 0.7777}	"[""7,8-dihydroneopterin 3'-triphosphate = 7,8-dihydromonapterin 3'-triphosphate"", '7,8-dihydroneopterin = 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde']"
P0AGC3	Soluble lytic murein transglycosylase (EC 4.2.2.n1) (Exomuramidase) (Peptidoglycan lytic exotransglycosylase) (Slt70)	reviewed	4.2.2.n1	-	-	b4392	-	{'-': 0.999996}	-
P69908	Glutamate decarboxylase alpha (GAD-alpha) (EC 4.1.1.15)	reviewed	4.1.1.15	RHEA:17785	['H(+) + L-glutamate = 4-aminobutanoate + CO2']	b3517	RHEA:17785	{'RHEA:17785': 1.0}	['H(+) + L-glutamate = 4-aminobutanoate + CO2']
P0AEP9	Glycolate oxidase subunit GlcD (EC 1.1.99.14) (Glycolate dehydrogenase subunit GlcD)	reviewed	1.1.99.14	RHEA:21264;RHEA:15089	['(R)-lactate + A = AH2 + pyruvate', 'A + glycolate = AH2 + glyoxylate']	b2979	RHEA:15089;RHEA:21264	{'RHEA:15089': 1.0, 'RHEA:21264': 1.0}	['(R)-lactate + A = AH2 + pyruvate', 'A + glycolate = AH2 + glyoxylate']
P0AA37	Dual-specificity RNA pseudouridine synthase RluA (EC 5.4.99.28) (EC 5.4.99.29) (23S rRNA pseudouridine(746) synthase) (Ribosomal large subunit pseudouridine synthase A) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A) (tRNA pseudouridine(32) synthase)	reviewed	5.4.99.28;5.4.99.29	RHEA:42544;RHEA:42548	['uridine(32) in tRNA = pseudouridine(32) in tRNA', 'uridine(746) in 23S rRNA = pseudouridine(746) in 23S rRNA']	b0058	RHEA:42544;RHEA:42548	{'RHEA:42544': 1.0, 'RHEA:42548': 1.0}	['uridine(32) in tRNA = pseudouridine(32) in tRNA', 'uridine(746) in 23S rRNA = pseudouridine(746) in 23S rRNA']
P21177	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	reviewed	1.1.1.35;4.2.1.17;5.1.2.3;5.3.3.8	RHEA:22432;RHEA:16105;RHEA:20724;RHEA:21760;RHEA:45900;RHEA:45228	['a (3E)-enoyl-CoA = a 4-saturated (2E)-enoyl-CoA', 'a (3Z)-enoyl-CoA = a 4-saturated (2E)-enoyl-CoA', 'a (3S)-3-hydroxyacyl-CoA = a (2E)-enoyl-CoA + H2O', 'a 4-saturated-(3S)-3-hydroxyacyl-CoA = a (3E)-enoyl-CoA + H2O', '(3S)-3-hydroxybutanoyl-CoA = (3R)-3-hydroxybutanoyl-CoA', 'a (3S)-3-hydroxyacyl-CoA + NAD(+) = a 3-oxoacyl-CoA + H(+) + NADH']	b3846	RHEA:20724;RHEA:16105;RHEA:45228;RHEA:22432;RHEA:21760;RHEA:45900;RHEA:23716	{'RHEA:20724': 1.0, 'RHEA:16105': 1.0, 'RHEA:45228': 1.0, 'RHEA:22432': 1.0, 'RHEA:21760': 1.0, 'RHEA:45900': 1.0, 'RHEA:23716': 0.7777}	['(3Z)-dodecenoyl-CoA = (2E)-dodecenoyl-CoA', 'a (3E)-enoyl-CoA = a 4-saturated (2E)-enoyl-CoA', 'a (3Z)-enoyl-CoA = a 4-saturated (2E)-enoyl-CoA', 'a (3S)-3-hydroxyacyl-CoA = a (2E)-enoyl-CoA + H2O', 'a 4-saturated-(3S)-3-hydroxyacyl-CoA = a (3E)-enoyl-CoA + H2O', '(3S)-3-hydroxybutanoyl-CoA = (3R)-3-hydroxybutanoyl-CoA', 'a (3S)-3-hydroxyacyl-CoA + NAD(+) = a 3-oxoacyl-CoA + H(+) + NADH']
P30850	Exoribonuclease 2 (EC 3.1.13.1) (Exoribonuclease II) (RNase II) (Ribonuclease II)	reviewed	3.1.13.1	-	-	b1286	-	{'-': 0.96235}	-
P0AC75	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (Bifunctional Kdo transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	reviewed	2.4.99.12;2.4.99.13	RHEA:28066;RHEA:28062	['alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP-3-deoxy-beta-D-manno-octulosonate = alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP + H(+)', 'CMP-3-deoxy-beta-D-manno-octulosonate + lipid IVA (E. coli) = alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP + H(+)']	b3633	RHEA:28066;RHEA:28062	{'RHEA:28066': 1.0, 'RHEA:28062': 1.0}	['alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP-3-deoxy-beta-D-manno-octulosonate = alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP + H(+)', 'CMP-3-deoxy-beta-D-manno-octulosonate + lipid IVA (E. coli) = alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP + H(+)']
P69783	PTS system glucose-specific EIIA component (EIIA-Glc) (EIII-Glc) (Glucose-specific phosphotransferase enzyme IIA component)	reviewed	-	-	-	b2417	-	{'-': 1.0}	-
P0A847	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	reviewed	2.4.2.29	RHEA:24104	['7-aminomethyl-7-carbaguanine + guanosine(34) in tRNA = 7-aminomethyl-7-carbaguanosine(34) in tRNA + guanine']	b0406	RHEA:24104	{'RHEA:24104': 1.0}	['7-aminomethyl-7-carbaguanine + guanosine(34) in tRNA = 7-aminomethyl-7-carbaguanosine(34) in tRNA + guanine']
P0AGF4	D-xylose-proton symporter (D-xylose transporter)	reviewed	-	RHEA:28959	['D-xylose(in) + H(+)(in) = D-xylose(out) + H(+)(out)']	b4031	RHEA:28959	{'RHEA:28959': 1.0}	['D-xylose(in) + H(+)(in) = D-xylose(out) + H(+)(out)']
P0AC47	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	reviewed	1.3.5.1	RHEA:40523;RHEA:27834	['a menaquinone + succinate = a menaquinol + fumarate', 'a quinone + succinate = a quinol + fumarate']	b4153	RHEA:40523;RHEA:27834;RHEA:13713;RHEA:75711	{'RHEA:40523': 1.0, 'RHEA:27834': 1.0, 'RHEA:13713': 0.7777, 'RHEA:75711': 0.7777}	['a menaquinone + succinate = a menaquinol + fumarate', 'a quinone + succinate = a quinol + fumarate', 'a rhodoquinone + succinate = a rhodoquinol + fumarate', 'a ubiquinone + succinate = a ubiquinol + fumarate']
P76458	Acetate CoA-transferase subunit alpha (EC 2.8.3.8) (Acetoacetyl-CoA transferase subunit alpha) (AA-CoA transferase subunit alpha) (Acetyl-CoA:acetoacetyl-CoA transferase subunit alpha)	reviewed	2.8.3.8	RHEA:13381;RHEA:27806;RHEA:30071;RHEA:12961	['acetoacetate + acetyl-CoA = acetate + acetoacetyl-CoA', 'acetyl-CoA + butanoate = acetate + butanoyl-CoA', 'acetoacetate + butanoyl-CoA = acetoacetyl-CoA + butanoate', 'acetate + an acyl-CoA = a carboxylate + acetyl-CoA']	b2221	RHEA:30071;RHEA:27806;RHEA:12961;RHEA:13381	{'RHEA:30071': 1.0, 'RHEA:27806': 1.0, 'RHEA:12961': 1.0, 'RHEA:13381': 1.0}	['acetoacetate + acetyl-CoA = acetate + acetoacetyl-CoA', 'acetyl-CoA + butanoate = acetate + butanoyl-CoA', 'acetoacetate + butanoyl-CoA = acetoacetyl-CoA + butanoate', 'acetate + an acyl-CoA = a carboxylate + acetyl-CoA']
P06988	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	reviewed	1.1.1.23	RHEA:20641	['H2O + L-histidinol + 2 NAD(+) = 3 H(+) + L-histidine + 2 NADH']	b2020	RHEA:20641	{'RHEA:20641': 1.0}	['H2O + L-histidinol + 2 NAD(+) = 3 H(+) + L-histidine + 2 NADH']
P0AAX8	Probable L,D-transpeptidase YbiS (EC 2.-.-.-)	reviewed	2.-.-.-	-	-	b0819	-	{'-': 0.999684}	-
P0A9X9	Cold shock protein CspA (CSP-A) (7.4 kDa cold shock protein) (CS7.4)	reviewed	-	-	-	b3556	-	{'-': 1.0}	-
P0ABN1	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	reviewed	2.7.1.107	RHEA:10272;RHEA:40327	['1,2-di-(9Z-octadecenoyl)-sn-glycerol + ATP = 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + ADP + H(+)', 'a 1,2-diacyl-sn-glycerol + ATP = a 1,2-diacyl-sn-glycero-3-phosphate + ADP + H(+)']	b4042	RHEA:10272;RHEA:40327	{'RHEA:10272': 1.0, 'RHEA:40327': 1.0}	['1,2-di-(9Z-octadecenoyl)-sn-glycerol + ATP = 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphate + ADP + H(+)', 'a 1,2-diacyl-sn-glycerol + ATP = a 1,2-diacyl-sn-glycero-3-phosphate + ADP + H(+)']
P07118	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	reviewed	6.1.1.9	RHEA:10704	['ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val)']	b4258	RHEA:10704	{'RHEA:10704': 1.0}	['ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val)']
P0A924	Phosphatidylglycerophosphatase B (EC 3.1.3.27) (Diacylglycerol pyrophosphate phosphatase) (DGPP phosphatase) (EC 3.6.1.75) (Phosphatidate phosphatase) (EC 3.1.3.4) (Undecaprenyl pyrophosphate phosphatase) (EC 3.6.1.27) (Undecaprenyl-diphosphatase)	reviewed	3.1.3.27;3.1.3.4;3.6.1.27;3.6.1.75	RHEA:33751;RHEA:27449;RHEA:27429;RHEA:28094	"['a 1,2-diacyl-sn-glycero-3-phosphate + H2O = a 1,2-diacyl-sn-glycerol + phosphate', 'a 1,2-diacyl-sn-glycerol 3-diphosphate + H2O = a 1,2-diacyl-sn-glycero-3-phosphate + H(+) + phosphate', 'di-trans,octa-cis-undecaprenyl diphosphate + H2O = di-trans,octa-cis-undecaprenyl phosphate + H(+) + phosphate', ""1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycero-3'-phosphate) + H2O = 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + phosphate""]"	b1278	RHEA:27449;RHEA:27429;RHEA:33751;RHEA:28094	{'RHEA:27449': 1.0, 'RHEA:27429': 1.0, 'RHEA:33751': 1.0, 'RHEA:28094': 1.0}	"['a 1,2-diacyl-sn-glycero-3-phosphate + H2O = a 1,2-diacyl-sn-glycerol + phosphate', 'a 1,2-diacyl-sn-glycerol 3-diphosphate + H2O = a 1,2-diacyl-sn-glycero-3-phosphate + H(+) + phosphate', 'di-trans,octa-cis-undecaprenyl diphosphate + H2O = di-trans,octa-cis-undecaprenyl phosphate + H(+) + phosphate', ""1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycero-3'-phosphate) + H2O = 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol) + phosphate""]"
P05020	Dihydroorotase (DHOase) (EC 3.5.2.3)	reviewed	3.5.2.3	RHEA:24296	['(S)-dihydroorotate + H2O = H(+) + N-carbamoyl-L-aspartate']	b1062	RHEA:24296	{'RHEA:24296': 1.0}	['(S)-dihydroorotate + H2O = H(+) + N-carbamoyl-L-aspartate']
P0A9G4	HTH-type transcriptional regulator CueR (Copper efflux regulator) (Copper export regulator)	reviewed	-	-	-	b0487	-	{'-': 1.0}	-
P0AB91	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	reviewed	2.5.1.54	RHEA:14717	['D-erythrose 4-phosphate + H2O + phosphoenolpyruvate = 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate + phosphate']	b0754	RHEA:14717	{'RHEA:14717': 1.0}	['D-erythrose 4-phosphate + H2O + phosphoenolpyruvate = 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate + phosphate']
